,tripid,shipperid,categoryid,customer,shipdate,origincity,originstate,shipdays,destinationcity,destinationstate,deliverydate,totalmiles,loadedmiles,shippingcost,revenue,capacity,triptype,checkpoints,newshipdate,newdeliverydate,month,day,profit,datediff,revenue running totel,cost running totel
986,10987,2,2,Ronlamice,09-08-2016,Lansing,MI,8,Dayton,OH,14-08-2016,561,372,1123,1813,59,International,10,2016-08-09,2016-08-14,8,9,690,5 days,8029679,7174889
779,10780,2,5,Gravemedia,09-08-2016,Gary,IN,10,Milwaukee,WI,19-08-2016,935,549,1647,2455,59,International,2,2016-08-09,2016-08-19,8,9,808,10 days,8032134,7176536
302,10303,2,6,Ganjazone,09-08-2016,Naperville,IL,3,Indianapolis,IN,09-08-2016,349,349,5287,6043,93,Domestic,10,2016-08-09,2016-08-09,8,9,756,0 days,8038177,7181823
1575,11576,3,4,Condintex,09-08-2016,Madison,WI,5,Kalamazoo,MI,11-08-2016,260,260,6269,4214,73,International,3,2016-08-09,2016-08-11,8,9,-2055,2 days,8042391,7188092
1655,11656,3,2,unaity,09-08-2016,Detriot,MI,6,Monon,IN,15-08-2016,258,258,6009,6165,60,International,8,2016-08-09,2016-08-15,8,9,156,6 days,8048556,7194101
355,10356,1,8,Tripplekix,09-08-2016,Milwaukee,WI,6,Springfield,IL,15-08-2016,208,208,1539,1797,59,International,4,2016-08-09,2016-08-15,8,9,258,6 days,8050353,7195640
1705,11706,2,4,ganz-is,09-08-2016,Toledo,OH,10,Detriot,MI,19-08-2016,518,518,2563,1151,82,International,7,2016-08-09,2016-08-19,8,9,-1412,10 days,8051504,7198203
1064,11065,3,4,Zumcane,09-08-2016,Monon,IN,4,Lansing,MI,13-08-2016,1010,724,6716,4665,61,Domestic,1,2016-08-09,2016-08-13,8,9,-2051,4 days,8056169,7204919
1375,11376,3,2,Zotfan,10-08-2016,Joliet,IL,1,Madison,WI,10-08-2016,1054,732,709,1598,76,Domestic,6,2016-08-10,2016-08-10,8,10,889,0 days,8057767,7205628
650,10651,2,8,Daltfax,10-08-2016,Gary,IN,1,Milwaukee,WI,11-08-2016,1155,257,7583,8379,80,Domestic,6,2016-08-10,2016-08-11,8,10,796,1 days,8066146,7213211
737,10738,2,8,Carekix,10-08-2016,Monon,IN,4,Lansing,MI,14-08-2016,369,339,5430,5752,76,Domestic,8,2016-08-10,2016-08-14,8,10,322,4 days,8071898,7218641
448,10449,1,7,Stimcore,10-08-2016,Springfield,IL,2,Skokie,IL,12-08-2016,308,308,6684,6964,57,Domestic,2,2016-08-10,2016-08-12,8,10,280,2 days,8078862,7225325
517,10518,1,4,O-ace,10-08-2016,Gary,IN,4,Milwaukee,WI,14-08-2016,246,246,3062,1186,66,Domestic,9,2016-08-10,2016-08-14,8,10,-1876,4 days,8080048,7228387
258,10259,2,6,Ittam,10-08-2016,Naperville,IL,3,Indianapolis,IN,10-08-2016,451,310,6043,6957,64,Domestic,4,2016-08-10,2016-08-10,8,10,914,0 days,8087005,7234430
674,10675,2,8,Condintex,10-08-2016,Madison,WI,2,Kalamazoo,MI,12-08-2016,410,410,7434,7686,55,Intercom,9,2016-08-10,2016-08-12,8,10,252,2 days,8094691,7241864
1637,11638,3,5,Carekix,10-08-2016,Monon,IN,8,Lansing,MI,18-08-2016,245,245,6048,6778,67,International,1,2016-08-10,2016-08-18,8,10,730,8 days,8101469,7247912
1117,11118,2,3,Subvivais,10-08-2016,Elgin,IL,3,Cincinnati,OH,13-08-2016,889,502,2718,3258,56,Domestic,5,2016-08-10,2016-08-13,8,10,540,3 days,8104727,7250630
770,10771,1,5,Planetline,11-08-2016,Skokie,IL,1,Chicago,IL,12-08-2016,868,721,2596,3054,73,Domestic,2,2016-08-11,2016-08-12,8,11,458,1 days,8107781,7253226
312,10313,1,7,Fax-ex,11-08-2016,Davenport,IA,5,Appleton,WI,13-08-2016,721,687,2534,3110,93,International,2,2016-08-11,2016-08-13,8,11,576,2 days,8110891,7255760
52,10053,1,6,Sanlab,11-08-2016,Rockford,IL,3,Green Bay,WI,14-08-2016,737,349,777,979,66,Domestic,2,2016-08-11,2016-08-14,8,11,202,3 days,8111870,7256537
1725,11726,3,4,Siliconcore,11-08-2016,Cincinnati,OH,7,Gary,IN,18-08-2016,907,373,7077,5491,70,International,5,2016-08-11,2016-08-18,8,11,-1586,7 days,8117361,7263614
880,10881,1,4,Kinice,11-08-2016,Elgin,IL,4,Cincinnati,OH,12-08-2016,1175,582,4810,3138,51,Domestic,3,2016-08-11,2016-08-12,8,11,-1672,1 days,8120499,7268424
1497,11498,2,5,ontotam,11-08-2016,Davenport,IA,1,Appleton,WI,12-08-2016,715,575,3133,3442,84,Domestic,6,2016-08-11,2016-08-12,8,11,309,1 days,8123941,7271557
1005,11006,3,1,Silverace,11-08-2016,Toledo,OH,2,Detriot,MI,13-08-2016,445,291,760,5789,100,Domestic,9,2016-08-11,2016-08-13,8,11,5029,2 days,8129730,7272317
107,10108,2,7,Trustcorporation,11-08-2016,Detriot,MI,3,Monon,IN,14-08-2016,849,439,7701,8358,97,Domestic,6,2016-08-11,2016-08-14,8,11,657,3 days,8138088,7280018
894,10895,1,6,Indi-dox,11-08-2016,Green Bay,WI,4,Joliet,IL,15-08-2016,751,612,5730,6395,98,Domestic,8,2016-08-11,2016-08-15,8,11,665,4 days,8144483,7285748
1141,11142,3,5,Joyzim,12-08-2016,Kalamazoo,MI,9,Bangor,MI,21-08-2016,376,376,7657,7921,58,International,2,2016-08-12,2016-08-21,8,12,264,9 days,8152404,7293405
146,10147,1,5,Ozeris,12-08-2016,Springfield,IL,5,Skokie,IL,17-08-2016,540,540,2049,2790,74,International,7,2016-08-12,2016-08-17,8,12,741,5 days,8155194,7295454
1607,11608,2,6,Jaylane,13-08-2016,Grand Rapids,MI,3,Toledo,OH,16-08-2016,356,356,375,1240,62,Domestic,8,2016-08-13,2016-08-16,8,13,865,3 days,8156434,7295829
1688,11689,3,1,Inchholdings,13-08-2016,Davenport,IA,6,Appleton,WI,19-08-2016,1033,627,4766,8714,50,International,2,2016-08-13,2016-08-19,8,13,3948,6 days,8165148,7300595
627,10628,1,6,Sonlex,13-08-2016,Gary,IN,1,Milwaukee,WI,14-08-2016,1166,228,8454,8893,78,Domestic,4,2016-08-13,2016-08-14,8,13,439,1 days,8174041,7309049
832,10833,2,8,Daltron,13-08-2016,Lansing,MI,10,Dayton,OH,23-08-2016,668,507,1374,1632,65,International,4,2016-08-13,2016-08-23,8,13,258,10 days,8175673,7310423
299,10300,2,8,Ventocore,13-08-2016,Monon,IN,2,Lansing,MI,15-08-2016,945,481,432,1179,56,Domestic,4,2016-08-13,2016-08-15,8,13,747,2 days,8176852,7310855
149,10150,1,4,Faxron,13-08-2016,Northbrook,IL,7,Naperville,IL,21-03-2016,1146,787,2284,874,98,International,10,2016-08-13,2016-03-21,8,13,-1410,-145 days,8177726,7313139
1388,11389,2,3,Anzammedia,13-08-2016,Kalamazoo,MI,2,Bangor,MI,15-08-2016,835,637,4954,5440,73,Intercom,2,2016-08-13,2016-08-15,8,13,486,2 days,8183166,7318093
1462,11463,3,3,Unahigh,13-08-2016,Monon,IN,3,Lansing,MI,16-08-2016,711,570,7698,8379,53,Domestic,2,2016-08-13,2016-08-16,8,13,681,3 days,8191545,7325791
232,10233,1,7,Siliconcore,13-08-2016,Gary,IN,5,Milwaukee,WI,18-08-2016,313,313,3503,4259,92,International,9,2016-08-13,2016-08-18,8,13,756,5 days,8195804,7329294
1467,11468,2,6,Warebam,14-08-2016,Appleton,WI,2,Grand Rapids,MI,16-08-2016,1086,206,6382,6538,53,Domestic,9,2016-08-14,2016-08-16,8,14,156,2 days,8202342,7335676
135,10136,2,5,Kantone,14-08-2016,Appleton,WI,8,Grand Rapids,MI,21-08-2016,986,654,389,998,57,International,5,2016-08-14,2016-08-21,8,14,609,7 days,8203340,7336065
1267,11268,2,2,Rancan,14-08-2016,Appleton,WI,3,Grand Rapids,MI,17-08-2016,350,350,2521,2880,73,Domestic,8,2016-08-14,2016-08-17,8,14,359,3 days,8206220,7338586
1312,11313,2,2,Plusity,14-08-2016,Appleton,WI,2,Grand Rapids,MI,16-08-2016,350,350,7144,7853,73,Intercom,5,2016-08-14,2016-08-16,8,14,709,2 days,8214073,7345730
1194,11195,2,2,Subdrill,14-08-2016,Northbrook,IL,2,Naperville,IL,16-08-2016,1060,550,1984,2213,96,Domestic,2,2016-08-14,2016-08-16,8,14,229,2 days,8216286,7347714
727,10728,1,5,Flexplex,14-08-2016,Bangor,MI,8,Davenport,IA,22-08-2016,468,294,758,1733,59,International,3,2016-08-14,2016-08-22,8,14,975,8 days,8218019,7348472
82,10083,1,4,Itdom,14-08-2016,Indianapolis,IN,4,Northbrook,IL,16-08-2016,740,684,7126,4937,57,Domestic,9,2016-08-14,2016-08-16,8,14,-2189,2 days,8222956,7355598
1166,11167,2,1,Hayholding,14-08-2016,Grand Rapids,MI,2,Toledo,OH,16-08-2016,265,265,6625,11210,89,Domestic,6,2016-08-14,2016-08-16,8,14,4585,2 days,8234166,7362223
1750,11751,2,5,Tempfan,14-08-2016,Toledo,OH,1,Detriot,MI,15-08-2016,1074,500,5414,5647,76,Domestic,7,2016-08-14,2016-08-15,8,14,233,1 days,8239813,7367637
657,10658,2,6,roundphase,14-08-2016,Cincinnati,OH,2,Gary,IN,16-08-2016,1005,529,6984,7360,81,Domestic,2,2016-08-14,2016-08-16,8,14,376,2 days,8247173,7374621
811,10812,1,8,Freebam,15-08-2016,Bangor,MI,2,Davenport,IA,17-08-2016,1072,489,3762,4056,68,Domestic,7,2016-08-15,2016-08-17,8,15,294,2 days,8251229,7378383
240,10241,1,5,Triootity,15-08-2016,Cincinnati,OH,9,Gary,IN,22-08-2016,942,682,5940,6176,86,International,1,2016-08-15,2016-08-22,8,15,236,7 days,8257405,7384323
648,10649,2,6,Sunjob,15-08-2016,Northbrook,IL,3,Naperville,IL,18-08-2016,1159,778,3648,4557,97,Domestic,10,2016-08-15,2016-08-18,8,15,909,3 days,8261962,7387971
1634,11635,3,2,Hexunobam,15-08-2016,Detriot,MI,4,Monon,IN,19-08-2016,761,327,7035,7205,66,Domestic,1,2016-08-15,2016-08-19,8,15,170,4 days,8269167,7395006
1662,11663,2,1,Goldenlex,15-08-2016,Cincinnati,OH,9,Gary,IN,21-08-2016,825,268,3085,7247,77,International,5,2016-08-15,2016-08-21,8,15,4162,6 days,8276414,7398091
91,10092,2,6,Ranmedia,15-08-2016,Rockford,IL,6,Green Bay,WI,21-08-2016,695,695,2626,2858,93,International,4,2016-08-15,2016-08-21,8,15,232,6 days,8279272,7400717
415,10416,2,8,Plusity,15-08-2016,Appleton,WI,10,Grand Rapids,MI,25-08-2016,393,393,4627,5297,57,International,4,2016-08-15,2016-08-25,8,15,670,10 days,8284569,7405344
898,10899,2,4,ontotam,16-08-2016,Cincinnati,OH,5,Gary,IN,19-08-2016,1065,389,3912,1660,75,International,9,2016-08-16,2016-08-19,8,16,-2252,3 days,8286229,7409256
454,10455,1,8,Keystreet,16-08-2016,Monon,IN,6,Lansing,MI,21-03-2016,353,258,326,678,70,International,3,2016-08-16,2016-03-21,8,16,352,-148 days,8286907,7409582
1744,11745,3,2,Canphase,16-08-2016,Green Bay,WI,5,Joliet,IL,21-08-2016,357,357,1523,1934,56,International,4,2016-08-16,2016-08-21,8,16,411,5 days,8288841,7411105
793,10794,1,4,Inchholdings,16-08-2016,Davenport,IA,4,Appleton,WI,20-08-2016,868,249,7013,4792,82,Domestic,2,2016-08-16,2016-08-20,8,16,-2221,4 days,8293633,7418118
104,10105,2,7,K-antex,16-08-2016,Springfield,IL,1,Skokie,IL,17-08-2016,961,369,104,886,93,Domestic,9,2016-08-16,2016-08-17,8,16,782,1 days,8294519,7418222
493,10494,1,8,Golddexon,16-08-2016,Northbrook,IL,4,Naperville,IL,20-08-2016,1094,619,3359,3686,67,Domestic,8,2016-08-16,2016-08-20,8,16,327,4 days,8298205,7421581
331,10332,2,4,dripkix,16-08-2016,Skokie,IL,1,Chicago,IL,17-08-2016,711,630,3354,1279,96,Domestic,10,2016-08-16,2016-08-17,8,16,-2075,1 days,8299484,7424935
597,10598,2,7,ontotam,17-08-2016,Davenport,IA,5,Appleton,WI,22-08-2016,1036,335,6357,7319,90,International,1,2016-08-17,2016-08-22,8,17,962,5 days,8306803,7431292
946,10947,2,3,Zoodrill,17-08-2016,Elgin,IL,7,Cincinnati,OH,24-08-2016,543,543,2130,2737,75,International,3,2016-08-17,2016-08-24,8,17,607,7 days,8309540,7433422
1266,11267,3,6,Pluslam,17-08-2016,Rockford,IL,1,Green Bay,WI,18-08-2016,562,562,5395,5659,94,Domestic,6,2016-08-17,2016-08-18,8,17,264,1 days,8315199,7438817
1305,11306,2,5,Donglax,17-08-2016,Gary,IN,1,Milwaukee,WI,18-08-2016,296,296,7764,8507,81,Domestic,3,2016-08-17,2016-08-18,8,17,743,1 days,8323706,7446581
494,10495,2,5,Zunhouse,17-08-2016,Detriot,MI,5,Monon,IN,21-08-2016,632,238,3257,3645,80,International,1,2016-08-17,2016-08-21,8,17,388,4 days,8327351,7449838
1465,11466,2,2,Coneranron,17-08-2016,Naperville,IL,1,Indianapolis,IN,17-08-2016,922,545,2504,3018,56,Domestic,8,2016-08-17,2016-08-17,8,17,514,0 days,8330369,7452342
88,10089,1,8,Zentrax,17-08-2016,Madison,WI,2,Kalamazoo,MI,19-08-2016,448,231,6069,6291,73,Domestic,9,2016-08-17,2016-08-19,8,17,222,2 days,8336660,7458411
820,10821,1,8,Joygreen,18-08-2016,Detriot,MI,10,Monon,IN,25-08-2016,738,626,1662,2144,50,International,10,2016-08-18,2016-08-25,8,18,482,7 days,8338804,7460073
110,10111,1,6,Canetechnology,18-08-2016,Madison,WI,5,Kalamazoo,MI,23-08-2016,263,240,2678,3012,78,International,1,2016-08-18,2016-08-23,8,18,334,5 days,8341816,7462751
547,10548,2,7,Canphase,18-08-2016,Bangor,MI,10,Davenport,IA,27-08-2016,578,578,5126,5850,93,International,1,2016-08-18,2016-08-27,8,18,724,9 days,8347666,7467877
616,10617,2,5,Solholdings,18-08-2016,Bangor,MI,10,Davenport,IA,28-08-2016,870,610,5515,5788,57,International,10,2016-08-18,2016-08-28,8,18,273,10 days,8353454,7473392
1037,11038,2,5,Y-zoom,18-08-2016,Indianapolis,IN,2,Northbrook,IL,20-08-2016,296,296,469,1117,73,Domestic,4,2016-08-18,2016-08-20,8,18,648,2 days,8354571,7473861
1729,11730,3,3,Y-strip,18-08-2016,Bangor,MI,2,Davenport,IA,20-08-2016,995,258,6160,6467,59,Domestic,2,2016-08-18,2016-08-20,8,18,307,2 days,8361038,7480021
942,10943,3,1,Mathing,19-08-2016,Appleton,WI,1,Grand Rapids,MI,20-08-2016,1110,497,1259,6156,76,Domestic,5,2016-08-19,2016-08-20,8,19,4897,1 days,8367194,7481280
1220,11221,3,3,Zoncone,19-08-2016,Joliet,IL,5,Madison,WI,24-08-2016,305,305,5533,6501,71,International,1,2016-08-19,2016-08-24,8,19,968,5 days,8373695,7486813
671,10672,1,6,Pluslam,19-08-2016,Northbrook,IL,5,Naperville,IL,24-08-2016,437,437,2642,3461,87,International,4,2016-08-19,2016-08-24,8,19,819,5 days,8377156,7489455
1295,11296,2,5,Dripvivadex,19-08-2016,Skokie,IL,2,Chicago,IL,21-08-2016,516,516,6024,6650,98,Domestic,9,2016-08-19,2016-08-21,8,19,626,2 days,8383806,7495479
1698,11699,2,5,hotity,19-08-2016,Madison,WI,4,Kalamazoo,MI,23-08-2016,527,401,7353,8238,61,Domestic,10,2016-08-19,2016-08-23,8,19,885,4 days,8392044,7502832
1682,11683,2,6,Zoomhex,20-08-2016,Cincinnati,OH,2,Gary,IN,22-08-2016,503,503,5772,6378,52,Domestic,4,2016-08-20,2016-08-22,8,20,606,2 days,8398422,7508604
1453,11454,2,2,Canex,20-08-2016,Davenport,IA,1,Appleton,WI,21-08-2016,253,253,5680,6123,54,Domestic,2,2016-08-20,2016-08-21,8,20,443,1 days,8404545,7514284
388,10389,2,5,Ronlamice,20-08-2016,Madison,WI,1,Kalamazoo,MI,21-08-2016,535,246,6336,6975,57,Domestic,5,2016-08-20,2016-08-21,8,20,639,1 days,8411520,7520620
382,10383,1,8,Fin-cone,20-08-2016,Indianapolis,IN,4,Northbrook,IL,24-08-2016,453,453,2467,3207,62,Domestic,2,2016-08-20,2016-08-24,8,20,740,4 days,8414727,7523087
1680,11681,3,6,wareholding,20-08-2016,Rockford,IL,4,Green Bay,WI,24-08-2016,533,464,8470,8797,72,Domestic,4,2016-08-20,2016-08-24,8,20,327,4 days,8423524,7531557
589,10590,1,8,O-job,20-08-2016,Appleton,WI,3,Grand Rapids,MI,23-08-2016,526,335,2088,2515,67,Domestic,10,2016-08-20,2016-08-23,8,20,427,3 days,8426039,7533645
1595,11596,2,2,Constreet,21-08-2016,Green Bay,WI,3,Joliet,IL,24-08-2016,1192,439,1825,2255,67,Domestic,10,2016-08-21,2016-08-24,8,21,430,3 days,8428294,7535470
1591,11592,3,1,Plextechi,21-08-2016,Detriot,MI,5,Monon,IN,24-08-2016,365,365,7528,12495,79,International,10,2016-08-21,2016-08-24,8,21,4967,3 days,8440789,7542998
121,10122,1,5,Plusity,21-08-2016,Kalamazoo,MI,3,Bangor,MI,24-08-2016,414,414,7683,8396,68,Domestic,9,2016-08-21,2016-08-24,8,21,713,3 days,8449185,7550681
631,10632,1,5,Yearlex,21-08-2016,Green Bay,WI,4,Joliet,IL,25-08-2016,994,290,56,1016,73,Domestic,5,2016-08-21,2016-08-25,8,21,960,4 days,8450201,7550737
948,10949,2,2,Anmedia,22-08-2016,Kalamazoo,MI,2,Bangor,MI,24-08-2016,275,275,23,946,50,Intercom,9,2016-08-22,2016-08-24,8,22,923,2 days,8451147,7550760
1363,11364,2,1,Dongtinlux,22-08-2016,Elgin,IL,4,Cincinnati,OH,25-08-2016,232,232,7040,10695,64,Domestic,2,2016-08-22,2016-08-25,8,22,3655,3 days,8461842,7557800
1258,11259,3,3,mathtouch,22-08-2016,Northbrook,IL,1,Naperville,IL,23-08-2016,856,549,504,1448,71,Domestic,8,2016-08-22,2016-08-23,8,22,944,1 days,8463290,7558304
1193,11194,2,4,Indi-dox,22-08-2016,Chicago,IL,3,Rockford,IL,25-08-2016,515,494,6531,4642,99,Domestic,3,2016-08-22,2016-08-25,8,22,-1889,3 days,8467932,7564835
1325,11326,2,2,Bluezoombam,22-08-2016,Indianapolis,IN,3,Northbrook,IL,23-08-2016,826,245,4796,5106,96,Domestic,3,2016-08-22,2016-08-23,8,22,310,1 days,8473038,7569631
933,10934,2,2,dripkix,22-08-2016,Northbrook,IL,3,Naperville,IL,25-08-2016,420,420,3817,4311,51,Domestic,5,2016-08-22,2016-08-25,8,22,494,3 days,8477349,7573448
776,10777,2,8,Dentoelectrics,22-08-2016,Chicago,IL,4,Rockford,IL,26-08-2016,1020,320,8072,8923,64,Domestic,4,2016-08-22,2016-08-26,8,22,851,4 days,8486272,7581520
268,10269,1,5,Warebam,22-08-2016,Kalamazoo,MI,6,Bangor,MI,28-08-2016,248,248,8142,8817,56,International,10,2016-08-22,2016-08-28,8,22,675,6 days,8495089,7589662
721,10722,2,5,Tamtexon,22-08-2016,Naperville,IL,4,Indianapolis,IN,26-08-2016,552,552,3035,3135,88,Domestic,9,2016-08-22,2016-08-26,8,22,100,4 days,8498224,7592697
1621,11622,3,3,Zunice,22-08-2016,Dayton,OH,5,Elgin,IL,30-08-2016,252,252,2431,2729,94,International,9,2016-08-22,2016-08-30,8,22,298,8 days,8500953,7595128
1190,11191,2,1,xx-way,22-08-2016,Grand Rapids,MI,3,Toledo,OH,23-08-2016,802,207,404,5251,58,Domestic,7,2016-08-22,2016-08-23,8,22,4847,1 days,8506204,7595532
839,10840,1,6,Dongbase,22-08-2016,Milwaukee,WI,4,Springfield,IL,26-08-2016,436,436,3312,3901,68,Domestic,3,2016-08-22,2016-08-26,8,22,589,4 days,8510105,7598844
468,10469,1,5,Canecare,22-08-2016,Grand Rapids,MI,2,Toledo,OH,22-08-2016,1111,570,489,1089,56,Domestic,5,2016-08-22,2016-08-22,8,22,600,0 days,8511194,7599333
1270,11271,3,5,Strongcane,23-08-2016,Toledo,OH,9,Detriot,MI,01-09-2016,357,357,3556,4474,51,International,10,2016-08-23,2016-09-01,8,23,918,9 days,8515668,7602889
251,10252,1,4,betaity,23-08-2016,Indianapolis,IN,6,Northbrook,IL,29-08-2016,411,411,8197,5857,57,International,8,2016-08-23,2016-08-29,8,23,-2340,6 days,8521525,7611086
1107,11108,2,2,Sonbam,23-08-2016,Madison,WI,2,Kalamazoo,MI,25-08-2016,287,287,605,929,94,Intercom,6,2016-08-23,2016-08-25,8,23,324,2 days,8522454,7611691
1034,11035,3,3,Hexunobam,23-08-2016,Kalamazoo,MI,5,Bangor,MI,28-08-2016,302,302,1066,1844,62,International,4,2016-08-23,2016-08-28,8,23,778,5 days,8524298,7612757
1167,11168,2,2,Finlux,23-08-2016,Milwaukee,WI,3,Springfield,IL,26-08-2016,361,361,1740,2342,87,Domestic,3,2016-08-23,2016-08-26,8,23,602,3 days,8526640,7614497
1206,11207,3,6,scotquote,23-08-2016,Lansing,MI,9,Dayton,OH,31-08-2016,320,238,1132,1879,73,International,3,2016-08-23,2016-08-31,8,23,747,8 days,8528519,7615629
588,10589,1,6,Silverfase,23-08-2016,Rockford,IL,3,Green Bay,WI,26-08-2016,1121,410,7092,7492,98,Domestic,10,2016-08-23,2016-08-26,8,23,400,3 days,8536011,7622721
53,10054,2,8,Tamholding,23-08-2016,Cincinnati,OH,4,Gary,IN,27-08-2016,986,264,6554,7325,90,Domestic,7,2016-08-23,2016-08-27,8,23,771,4 days,8543336,7629275
109,10110,2,7,Duoflex,23-08-2016,Monon,IN,10,Lansing,MI,02-09-2016,201,201,2117,3047,70,International,8,2016-08-23,2016-09-02,8,23,930,10 days,8546383,7631392
684,10685,1,6,Ranmedia,23-08-2016,Skokie,IL,1,Chicago,IL,24-08-2016,987,250,3453,3862,97,Domestic,8,2016-08-23,2016-08-24,8,23,409,1 days,8550245,7634845
1156,11157,2,3,Conehotice,23-08-2016,Appleton,WI,2,Grand Rapids,MI,25-08-2016,983,614,5377,6238,72,Domestic,7,2016-08-23,2016-08-25,8,23,861,2 days,8556483,7640222
1455,11456,2,1,Tempfan,24-08-2016,Milwaukee,WI,5,Springfield,IL,29-08-2016,755,366,5721,9906,92,International,2,2016-08-24,2016-08-29,8,24,4185,5 days,8566389,7645943
842,10843,1,7,Zimex,24-08-2016,Indianapolis,IN,3,Northbrook,IL,24-08-2016,523,523,8111,8311,67,Domestic,6,2016-08-24,2016-08-24,8,24,200,0 days,8574700,7654054
1015,11016,2,3,Zapline,24-08-2016,Chicago,IL,6,Rockford,IL,30-08-2016,1088,692,8285,8651,50,International,5,2016-08-24,2016-08-30,8,24,366,6 days,8583351,7662339
1024,11025,3,4,Bluezoombam,24-08-2016,Naperville,IL,3,Indianapolis,IN,26-08-2016,1065,637,6720,4794,91,Domestic,1,2016-08-24,2016-08-26,8,24,-1926,2 days,8588145,7669059
581,10582,1,5,Funfintech,24-08-2016,Detriot,MI,1,Monon,IN,25-08-2016,1095,251,4179,5110,96,Intercom,7,2016-08-24,2016-08-25,8,24,931,1 days,8593255,7673238
542,10543,1,5,Zimex,25-08-2016,Naperville,IL,8,Indianapolis,IN,02-09-2016,859,730,5904,6529,50,International,10,2016-08-25,2016-09-02,8,25,625,8 days,8599784,7679142
95,10096,1,7,Medialax,25-08-2016,Toledo,OH,8,Detriot,MI,21-03-2016,782,563,3742,4572,66,International,5,2016-08-25,2016-03-21,8,25,830,-157 days,8604356,7682884
266,10267,1,6,Coneranron,25-08-2016,Elgin,IL,2,Cincinnati,OH,26-08-2016,781,458,3069,4045,58,Domestic,10,2016-08-25,2016-08-26,8,25,976,1 days,8608401,7685953
875,10876,1,1,Donware,25-08-2016,Cincinnati,OH,2,Gary,IN,27-08-2016,696,671,2547,7963,71,Domestic,1,2016-08-25,2016-08-27,8,25,5416,2 days,8616364,7688500
2,10003,1,4,Quotelane,25-08-2016,Chicago,IL,4,Rockford,IL,29-08-2016,536,536,7276,5778,61,Domestic,10,2016-08-25,2016-08-29,8,25,-1498,4 days,8622142,7695776
955,10956,3,6,Blueit,25-08-2016,Detriot,MI,4,Monon,IN,29-08-2016,1159,566,6553,7238,92,Domestic,9,2016-08-25,2016-08-29,8,25,685,4 days,8629380,7702329
887,10888,2,3,Viatom,26-08-2016,Indianapolis,IN,1,Northbrook,IL,26-08-2016,898,309,1487,2112,100,Domestic,6,2016-08-26,2016-08-26,8,26,625,0 days,8631492,7703816
579,10580,2,5,Kinice,26-08-2016,Indianapolis,IN,8,Northbrook,IL,03-09-2016,991,656,421,582,62,International,9,2016-08-26,2016-09-03,8,26,161,8 days,8632074,7704237
379,10380,1,5,Beta-ron,26-08-2016,Milwaukee,WI,5,Springfield,IL,21-03-2016,204,204,8573,8815,95,International,5,2016-08-26,2016-03-21,8,26,242,-158 days,8640889,7712810
697,10698,1,8,Constreet,26-08-2016,Green Bay,WI,9,Joliet,IL,03-09-2016,1093,715,2788,2894,77,International,2,2016-08-26,2016-09-03,8,26,106,8 days,8643783,7715598
16,10017,2,8,Recode,26-08-2016,Bangor,MI,6,Davenport,IA,29-08-2016,525,460,2321,2656,71,International,4,2016-08-26,2016-08-29,8,26,335,3 days,8646439,7717919
1386,11387,2,6,Funlatlex,26-08-2016,Elgin,IL,7,Cincinnati,OH,02-09-2016,462,430,6162,7144,92,International,5,2016-08-26,2016-09-02,8,26,982,7 days,8653583,7724081
848,10849,1,5,Roundlam,26-08-2016,Madison,WI,2,Kalamazoo,MI,28-08-2016,885,527,7852,8476,74,Domestic,9,2016-08-26,2016-08-28,8,26,624,2 days,8662059,7731933
1588,11589,2,2,Ronlamice,26-08-2016,Springfield,IL,2,Skokie,IL,28-08-2016,1041,539,5065,5536,77,Intercom,8,2016-08-26,2016-08-28,8,26,471,2 days,8667595,7736998
700,10701,1,4,Trustcorporation,27-08-2016,Appleton,WI,1,Grand Rapids,MI,28-08-2016,542,542,7700,6346,98,Domestic,3,2016-08-27,2016-08-28,8,27,-1354,1 days,8673941,7744698
1285,11286,3,3,Medialax,27-08-2016,Monon,IN,4,Lansing,MI,31-08-2016,410,410,6966,7111,85,Domestic,1,2016-08-27,2016-08-31,8,27,145,4 days,8681052,7751664
1135,11136,2,5,Triootity,27-08-2016,Cincinnati,OH,2,Gary,IN,29-08-2016,425,425,2551,3222,59,Domestic,10,2016-08-27,2016-08-29,8,27,671,2 days,8684274,7754215
851,10852,1,3,Jaydox,27-08-2016,Rockford,IL,6,Green Bay,WI,02-09-2016,1098,786,1243,2060,84,International,2,2016-08-27,2016-09-02,8,27,817,6 days,8686334,7755458
43,10044,2,5,Yearlex,27-08-2016,Chicago,IL,9,Rockford,IL,05-09-2016,1166,250,2857,3320,54,International,5,2016-08-27,2016-09-05,8,27,463,9 days,8689654,7758315
1515,11516,2,2,Overtam,28-08-2016,Lansing,MI,1,Dayton,OH,29-08-2016,609,609,1097,1916,85,Intercom,6,2016-08-28,2016-08-29,8,28,819,1 days,8691570,7759412
612,10613,2,4,Fax-ex,28-08-2016,Cincinnati,OH,1,Gary,IN,29-08-2016,446,446,8698,6541,59,Domestic,10,2016-08-28,2016-08-29,8,28,-2157,1 days,8698111,7768110
1398,11399,2,5,Dingcan,28-08-2016,Green Bay,WI,1,Joliet,IL,29-08-2016,927,522,228,361,76,Domestic,8,2016-08-28,2016-08-29,8,28,133,1 days,8698472,7768338
